01/11/2024 17:48:44 26.31C, 26.00C, 25.81C, 26.00C, 26.00C, 25.81C
01/11/2024 18:35:33 35.81C, 34.06C, 32.88C, 34.63C, 37.38C, 34.75C
01/11/2024 18:35:35 35.75C, 34.06C, 32.81C, 34.63C, 37.38C, 34.75C
01/11/2024 18:35:37 35.81C, 34.06C, 32.81C, 34.69C, 37.38C, 34.69C
01/11/2024 18:35:40 35.81C, 34.06C, 32.88C, 34.63C, 37.38C, 34.69C
01/11/2024 18:35:42 35.75C, 34.06C, 32.81C, 34.63C, 37.38C, 34.69C
01/11/2024 18:35:45 35.81C, 34.06C, 32.81C, 34.69C, 37.38C, 34.69C
01/11/2024 18:35:47 35.81C, 34.06C, 32.81C, 34.69C, 37.38C, 34.69C
01/11/2024 18:35:49 35.81C, 34.06C, 32.81C, 34.63C, 37.38C, 34.75C
01/11/2024 18:35:52 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:35:54 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:35:57 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:35:59 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:36:02 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:36:04 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.63C
01/11/2024 18:36:06 35.75C, 34.00C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:36:09 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:36:11 35.75C, 34.06C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:14 35.81C, 34.00C, 32.81C, 34.69C, 37.31C, 34.69C
01/11/2024 18:36:16 35.75C, 34.06C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:19 35.75C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:21 35.75C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:23 35.75C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:26 35.75C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:28 35.75C, 34.06C, 32.75C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:31 35.81C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:33 35.75C, 34.06C, 32.81C, 34.63C, 37.25C, 34.63C
01/11/2024 18:36:36 35.75C, 34.00C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:38 35.75C, 34.06C, 32.81C, 34.63C, 37.25C, 34.63C
01/11/2024 18:36:40 35.75C, 34.06C, 32.81C, 34.63C, 37.25C, 34.63C
01/11/2024 18:36:43 35.75C, 34.06C, 32.81C, 34.63C, 37.31C, 34.63C
01/11/2024 18:36:45 35.75C, 34.06C, 32.81C, 34.69C, 37.25C, 34.63C
01/11/2024 18:36:48 35.81C, 34.06C, 32.81C, 34.69C, 37.25C, 34.63C
01/11/2024 18:36:50 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.63C
01/11/2024 18:36:52 35.75C, 34.00C, 32.81C, 34.69C, 37.25C, 34.63C
01/11/2024 18:36:55 35.81C, 34.06C, 32.81C, 34.69C, 37.25C, 34.56C
01/11/2024 18:36:57 35.75C, 34.06C, 32.88C, 34.69C, 37.25C, 34.56C
01/11/2024 18:37:00 35.75C, 34.00C, 32.81C, 34.69C, 37.25C, 34.56C
01/11/2024 18:37:02 35.75C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:05 35.75C, 34.06C, 32.81C, 34.69C, 37.25C, 34.56C
01/11/2024 18:37:07 35.81C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:09 35.75C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:12 35.81C, 34.06C, 32.81C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:14 35.75C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:17 35.75C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:19 35.75C, 34.06C, 32.88C, 34.69C, 37.31C, 34.56C
01/11/2024 18:37:22 35.81C, 34.06C, 32.94C, 34.75C, 37.38C, 34.56C
01/11/2024 18:37:24 35.75C, 34.06C, 32.94C, 34.75C, 37.38C, 34.56C
01/11/2024 18:37:26 35.75C, 34.06C, 32.94C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:29 35.88C, 34.06C, 32.94C, 34.75C, 37.50C, 34.56C
01/11/2024 18:37:31 35.94C, 34.06C, 33.00C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:34 36.06C, 34.13C, 33.00C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:36 36.19C, 34.06C, 33.00C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:38 36.25C, 34.13C, 33.00C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:41 36.25C, 34.13C, 33.06C, 34.75C, 37.44C, 34.56C
01/11/2024 18:37:43 36.31C, 34.13C, 33.06C, 34.75C, 37.38C, 34.56C
01/11/2024 18:37:46 36.31C, 34.13C, 33.13C, 34.69C, 37.38C, 34.56C
01/11/2024 18:37:48 36.31C, 34.13C, 33.19C, 34.69C, 37.38C, 34.56C
01/11/2024 18:37:51 36.38C, 34.13C, 33.25C, 34.69C, 37.38C, 34.56C
01/11/2024 18:37:53 36.38C, 34.13C, 33.31C, 34.75C, 37.31C, 34.56C
01/11/2024 18:37:55 36.38C, 34.13C, 33.38C, 34.69C, 37.31C, 34.50C
01/11/2024 18:37:58 36.38C, 34.13C, 33.44C, 34.69C, 37.31C, 34.56C
01/11/2024 18:38:00 36.38C, 34.13C, 33.50C, 34.69C, 37.31C, 34.56C
01/11/2024 18:38:03 36.38C, 34.13C, 33.50C, 34.69C, 37.25C, 34.50C
01/11/2024 18:38:05 36.31C, 34.13C, 33.63C, 34.69C, 37.25C, 34.50C
01/11/2024 18:38:08 36.31C, 34.13C, 33.69C, 34.75C, 37.25C, 34.50C
01/11/2024 18:38:10 36.25C, 34.19C, 33.69C, 34.69C, 37.25C, 34.50C
01/11/2024 18:38:12 36.19C, 34.25C, 33.75C, 34.69C, 37.25C, 34.50C
01/11/2024 18:38:15 36.19C, 34.38C, 33.75C, 34.69C, 37.25C, 34.50C
01/11/2024 18:38:17 36.19C, 34.50C, 33.75C, 34.75C, 37.25C, 34.50C
01/11/2024 18:38:20 36.13C, 34.56C, 33.75C, 34.69C, 37.19C, 34.50C
01/11/2024 18:38:22 36.13C, 34.63C, 33.75C, 34.69C, 37.19C, 34.50C
01/11/2024 18:38:24 36.13C, 34.69C, 33.75C, 34.69C, 37.19C, 34.50C
01/11/2024 18:38:27 36.06C, 34.69C, 33.75C, 34.69C, 37.19C, 34.50C
01/11/2024 18:38:29 36.06C, 34.69C, 33.75C, 34.69C, 37.13C, 34.50C
01/11/2024 18:38:32 36.00C, 34.69C, 33.69C, 34.69C, 37.13C, 34.50C
01/11/2024 18:38:34 35.94C, 34.63C, 33.69C, 34.69C, 37.13C, 34.50C
01/11/2024 18:38:37 35.94C, 34.63C, 33.69C, 34.69C, 37.13C, 34.56C
01/11/2024 18:38:39 35.81C, 34.56C, 33.69C, 34.69C, 37.13C, 34.56C
01/11/2024 18:38:41 35.81C, 34.56C, 33.63C, 34.69C, 37.06C, 34.56C
01/11/2024 18:38:44 35.75C, 34.50C, 33.63C, 34.69C, 37.13C, 34.56C
01/11/2024 18:38:46 35.69C, 34.44C, 33.56C, 34.69C, 37.13C, 34.56C
01/11/2024 18:38:49 35.69C, 34.44C, 33.56C, 34.69C, 37.13C, 34.56C
01/11/2024 18:38:51 35.63C, 34.38C, 33.56C, 34.63C, 37.13C, 34.56C
01/11/2024 18:38:54 35.56C, 34.38C, 33.50C, 34.63C, 37.13C, 34.56C
01/11/2024 18:38:56 35.56C, 34.38C, 33.50C, 34.69C, 37.13C, 34.50C
01/11/2024 18:38:58 35.50C, 34.38C, 33.44C, 34.63C, 37.13C, 34.50C
01/11/2024 18:39:01 35.50C, 34.31C, 33.44C, 34.69C, 37.13C, 34.50C
01/11/2024 18:39:03 35.50C, 34.31C, 33.38C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:06 35.44C, 34.31C, 33.38C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:08 35.44C, 34.31C, 33.38C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:11 35.44C, 34.25C, 33.31C, 34.69C, 37.13C, 34.56C
01/11/2024 18:39:13 35.44C, 34.25C, 33.31C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:15 35.38C, 34.25C, 33.31C, 34.69C, 37.13C, 34.56C
01/11/2024 18:39:18 35.38C, 34.19C, 33.31C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:20 35.38C, 34.19C, 33.25C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:23 35.31C, 34.19C, 33.25C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:25 35.38C, 34.19C, 33.25C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:27 35.38C, 34.19C, 33.19C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:30 35.31C, 34.19C, 33.19C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:32 35.31C, 34.13C, 33.19C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:35 35.31C, 34.13C, 33.13C, 34.69C, 37.06C, 34.56C
01/11/2024 18:39:37 35.38C, 34.13C, 33.13C, 34.69C, 37.06C, 34.56C
01/11/2024 18:39:40 35.31C, 34.13C, 33.13C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:42 35.31C, 34.13C, 33.13C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:44 35.31C, 34.13C, 33.06C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:47 35.31C, 34.13C, 33.06C, 34.63C, 37.06C, 34.56C
01/11/2024 18:39:49 35.31C, 34.13C, 33.13C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:52 35.31C, 34.06C, 33.13C, 34.63C, 37.13C, 34.56C
01/11/2024 18:39:54 35.31C, 34.13C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:39:57 35.31C, 34.13C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:39:59 35.31C, 34.13C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:40:01 35.31C, 34.06C, 33.06C, 34.69C, 37.06C, 34.56C
01/11/2024 18:40:04 35.31C, 34.06C, 33.06C, 34.69C, 37.06C, 34.56C
01/11/2024 18:40:06 35.31C, 34.06C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:40:09 35.31C, 34.06C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:40:11 35.38C, 34.06C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:40:13 35.31C, 34.06C, 33.06C, 34.69C, 37.13C, 34.63C
01/11/2024 18:40:16 35.38C, 34.06C, 33.06C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:18 35.38C, 34.06C, 33.06C, 34.69C, 37.06C, 34.56C
01/11/2024 18:40:21 35.38C, 34.06C, 33.06C, 34.69C, 37.13C, 34.56C
01/11/2024 18:40:23 35.38C, 34.06C, 33.00C, 34.69C, 37.13C, 34.63C
01/11/2024 18:40:26 35.38C, 34.06C, 33.06C, 34.69C, 37.13C, 34.63C
01/11/2024 18:40:28 35.38C, 34.06C, 33.06C, 34.75C, 37.06C, 34.63C
01/11/2024 18:40:30 35.38C, 34.06C, 33.06C, 34.75C, 37.06C, 34.63C
01/11/2024 18:40:33 35.44C, 34.06C, 33.06C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:35 35.38C, 34.06C, 33.06C, 34.75C, 37.06C, 34.63C
01/11/2024 18:40:38 35.38C, 34.06C, 33.06C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:40 35.44C, 34.06C, 33.06C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:43 35.44C, 34.06C, 33.00C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:45 35.44C, 34.06C, 33.06C, 34.69C, 37.06C, 34.63C
01/11/2024 18:40:47 35.44C, 34.06C, 33.00C, 34.69C, 37.06C, 34.69C
01/11/2024 18:40:50 35.44C, 34.00C, 33.06C, 34.69C, 37.13C, 34.63C
01/11/2024 18:40:52 35.44C, 34.00C, 33.00C, 34.69C, 37.06C, 34.69C
01/11/2024 18:40:55 35.44C, 34.06C, 33.00C, 34.69C, 37.13C, 34.69C
01/11/2024 18:40:57 35.44C, 34.00C, 33.00C, 34.75C, 37.13C, 34.69C
01/11/2024 18:41:00 35.44C, 34.06C, 33.00C, 34.75C, 37.13C, 34.69C
01/11/2024 18:41:02 35.44C, 34.06C, 33.06C, 34.75C, 37.13C, 34.69C
01/11/2024 18:41:04 35.44C, 34.06C, 33.00C, 34.75C, 37.13C, 34.75C
01/11/2024 18:41:07 35.44C, 34.06C, 33.06C, 34.75C, 37.13C, 34.75C
01/11/2024 18:41:09 35.44C, 34.00C, 33.06C, 34.81C, 37.13C, 34.75C
01/11/2024 18:41:12 35.44C, 34.00C, 33.06C, 34.75C, 37.13C, 34.75C
01/11/2024 18:41:14 35.44C, 34.00C, 33.00C, 34.81C, 37.13C, 34.75C
01/11/2024 18:41:16 35.44C, 34.00C, 33.06C, 34.75C, 37.13C, 34.75C
01/11/2024 18:41:19 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:41:21 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:41:24 35.38C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:41:26 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:29 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:31 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:33 35.44C, 34.06C, 33.00C, 34.81C, 37.25C, 34.81C
01/11/2024 18:41:36 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:38 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:41 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.81C
01/11/2024 18:41:43 35.44C, 34.06C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:46 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:48 35.44C, 34.06C, 33.00C, 34.81C, 37.19C, 34.81C
01/11/2024 18:41:50 35.44C, 34.06C, 33.06C, 34.81C, 37.19C, 34.75C
01/11/2024 18:41:53 35.44C, 34.00C, 33.06C, 34.75C, 37.19C, 34.75C
01/11/2024 18:41:55 35.44C, 34.06C, 33.00C, 34.75C, 37.25C, 34.75C
01/11/2024 18:41:58 35.44C, 34.00C, 33.06C, 34.81C, 37.25C, 34.75C
01/11/2024 18:42:00 35.44C, 34.06C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:42:02 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:05 35.44C, 34.00C, 33.00C, 34.81C, 37.19C, 34.75C
01/11/2024 18:42:07 35.44C, 34.06C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:10 35.44C, 34.00C, 33.00C, 34.81C, 37.25C, 34.75C
01/11/2024 18:42:12 35.44C, 34.00C, 33.00C, 34.75C, 37.25C, 34.75C
01/11/2024 18:42:15 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:17 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:19 35.50C, 34.00C, 33.00C, 34.75C, 37.25C, 34.69C
01/11/2024 18:42:22 35.50C, 34.00C, 33.00C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:24 35.44C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:27 35.44C, 34.00C, 33.00C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:29 35.50C, 34.00C, 33.00C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:32 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:34 35.44C, 34.00C, 32.88C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:36 35.44C, 34.00C, 32.94C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:39 35.44C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:41 35.50C, 34.00C, 32.88C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:44 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:46 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:49 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:51 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.69C
01/11/2024 18:42:53 35.50C, 34.00C, 32.94C, 34.75C, 37.19C, 34.75C
01/11/2024 18:42:56 35.50C, 34.00C, 32.94C, 34.75C, 37.13C, 34.75C
01/11/2024 18:42:58 35.50C, 34.00C, 32.94C, 34.75C, 37.13C, 34.69C
01/11/2024 18:43:01 35.50C, 34.00C, 32.94C, 34.75C, 37.13C, 34.69C
01/11/2024 18:43:03 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:05 35.50C, 34.00C, 33.00C, 34.75C, 37.13C, 34.75C
01/11/2024 18:43:08 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:10 35.44C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:13 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:15 35.44C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:18 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.69C
01/11/2024 18:43:20 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.63C
01/11/2024 18:43:22 35.50C, 34.06C, 33.00C, 34.81C, 37.13C, 34.63C
01/11/2024 18:43:25 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.63C
01/11/2024 18:43:27 35.50C, 34.00C, 33.06C, 34.88C, 37.13C, 34.63C
01/11/2024 18:43:30 35.50C, 34.00C, 33.06C, 34.88C, 37.13C, 34.63C
01/11/2024 18:43:32 35.50C, 34.00C, 33.06C, 34.81C, 37.13C, 34.63C
01/11/2024 18:43:35 35.44C, 34.00C, 33.06C, 34.88C, 37.06C, 34.63C
01/11/2024 18:43:37 35.50C, 34.06C, 33.06C, 34.81C, 37.06C, 34.63C
01/11/2024 18:43:39 35.50C, 34.00C, 33.06C, 34.88C, 37.06C, 34.56C
01/11/2024 18:43:42 35.44C, 34.00C, 33.06C, 34.81C, 37.06C, 34.63C
01/11/2024 18:43:44 35.50C, 34.00C, 33.06C, 34.81C, 37.06C, 34.56C
01/11/2024 18:43:47 35.44C, 34.00C, 33.06C, 34.81C, 37.06C, 34.56C
01/11/2024 18:43:49 35.44C, 34.00C, 33.06C, 34.88C, 37.06C, 34.56C
01/11/2024 18:43:51 35.50C, 34.00C, 33.06C, 34.81C, 37.06C, 34.56C
01/11/2024 18:43:54 35.50C, 34.00C, 33.06C, 34.81C, 37.06C, 34.56C
01/11/2024 18:43:56 35.50C, 34.00C, 33.06C, 34.81C, 37.06C, 34.56C
01/11/2024 18:43:59 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:01 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:04 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:06 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:08 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:11 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:13 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:16 35.50C, 34.06C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:18 35.50C, 34.06C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:21 35.50C, 34.00C, 33.00C, 34.81C, 37.06C, 34.56C
01/11/2024 18:44:23 35.56C, 34.00C, 33.00C, 34.81C, 37.06C, 34.63C
01/11/2024 18:44:25 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:28 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:30 35.56C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:33 35.50C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:35 35.56C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:37 35.56C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:40 35.56C, 34.00C, 33.00C, 34.88C, 37.13C, 34.56C
01/11/2024 18:44:42 35.56C, 34.00C, 33.00C, 34.81C, 37.13C, 34.56C
01/11/2024 18:44:45 35.63C, 34.00C, 33.00C, 34.88C, 37.13C, 34.56C
01/11/2024 18:44:47 35.56C, 34.00C, 33.00C, 34.88C, 37.19C, 34.56C
01/11/2024 18:44:50 35.63C, 34.00C, 33.00C, 34.88C, 37.19C, 34.63C
01/11/2024 18:44:52 35.63C, 34.00C, 33.06C, 34.88C, 37.19C, 34.56C
01/11/2024 18:44:54 35.63C, 34.00C, 33.06C, 34.88C, 37.19C, 34.63C
01/11/2024 18:44:57 35.63C, 34.00C, 33.00C, 34.81C, 37.19C, 34.63C
01/11/2024 18:44:59 35.63C, 34.00C, 33.06C, 34.81C, 37.25C, 34.63C
01/11/2024 18:45:02 35.56C, 34.00C, 33.00C, 34.88C, 37.25C, 34.63C
01/11/2024 18:45:04 35.63C, 34.00C, 33.06C, 34.81C, 37.25C, 34.63C
01/11/2024 18:45:07 35.63C, 34.06C, 33.00C, 34.88C, 37.25C, 34.63C
01/11/2024 18:45:09 35.56C, 34.00C, 33.06C, 34.81C, 37.25C, 34.63C
01/11/2024 18:45:11 35.63C, 34.00C, 33.00C, 34.81C, 37.25C, 34.63C
01/11/2024 18:45:14 35.63C, 34.00C, 33.06C, 34.88C, 37.25C, 34.63C
01/11/2024 18:45:16 35.56C, 34.06C, 33.00C, 34.88C, 37.25C, 34.69C
01/11/2024 18:45:19 35.63C, 34.00C, 33.06C, 34.88C, 37.31C, 34.69C
01/11/2024 18:45:21 35.56C, 34.00C, 33.00C, 34.81C, 37.31C, 34.69C
01/11/2024 18:45:24 35.63C, 34.06C, 33.06C, 34.81C, 37.31C, 34.69C
01/11/2024 18:45:26 35.63C, 34.06C, 33.00C, 34.81C, 37.31C, 34.75C
01/11/2024 18:45:28 35.63C, 34.06C, 33.00C, 34.81C, 37.31C, 34.75C
01/11/2024 18:45:31 35.63C, 34.06C, 33.00C, 34.88C, 37.31C, 34.75C
01/11/2024 18:45:33 35.63C, 34.06C, 33.00C, 34.81C, 37.31C, 34.75C
01/11/2024 18:45:36 35.63C, 34.06C, 33.00C, 34.88C, 37.31C, 34.75C
01/11/2024 18:45:38 35.63C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:40 35.69C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:43 35.69C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:45 35.75C, 34.00C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:48 35.75C, 34.06C, 33.00C, 34.88C, 37.31C, 34.75C
01/11/2024 18:45:50 35.81C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:53 35.88C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:55 35.94C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:45:57 35.94C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:00 36.00C, 34.06C, 33.00C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:02 36.00C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:05 36.00C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:07 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:10 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:12 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:14 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.81C
01/11/2024 18:46:17 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:19 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:22 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:24 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:26 36.06C, 34.06C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:29 36.06C, 34.13C, 33.06C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:31 36.06C, 34.06C, 33.13C, 34.88C, 37.31C, 34.75C
01/11/2024 18:46:34 36.06C, 34.13C, 33.06C, 34.88C, 37.25C, 34.75C
01/11/2024 18:46:36 36.00C, 34.19C, 33.13C, 34.88C, 37.31C, 34.69C
01/11/2024 18:46:39 35.94C, 34.25C, 33.13C, 34.94C, 37.31C, 34.69C
01/11/2024 18:46:41 35.94C, 34.31C, 33.13C, 34.88C, 37.31C, 34.69C
01/11/2024 18:46:43 35.88C, 34.44C, 33.19C, 34.88C, 37.25C, 34.69C
01/11/2024 18:46:46 35.81C, 34.50C, 33.19C, 34.88C, 37.25C, 34.69C
01/11/2024 18:46:48 35.81C, 34.56C, 33.19C, 34.88C, 37.25C, 34.69C
01/11/2024 18:46:51 35.81C, 34.63C, 33.19C, 34.94C, 37.25C, 34.69C
01/11/2024 18:46:53 35.75C, 34.69C, 33.25C, 34.94C, 37.31C, 34.69C
01/11/2024 18:46:56 35.69C, 34.69C, 33.25C, 34.94C, 37.31C, 34.69C
01/11/2024 18:46:58 35.69C, 34.69C, 33.25C, 34.94C, 37.31C, 34.69C
01/11/2024 18:47:00 35.69C, 34.69C, 33.25C, 34.94C, 37.38C, 34.69C
01/11/2024 18:47:03 35.63C, 34.69C, 33.31C, 34.94C, 37.38C, 34.69C
01/11/2024 18:47:05 35.63C, 34.63C, 33.25C, 34.94C, 37.31C, 34.69C
01/11/2024 18:47:08 35.56C, 34.63C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:47:10 35.63C, 34.63C, 33.25C, 34.94C, 37.31C, 34.69C
01/11/2024 18:47:13 35.56C, 34.56C, 33.31C, 34.94C, 37.31C, 34.69C
